title,country,latitude,longitude
Kingdom of Heaven,Germany,51.1657,10.4515
Kingdom of Heaven,Morocco,31.7917,-7.0926
Kiss Kiss Bang Bang,USA,37.0902,-95.7129
Lord of War,France,46.603354,1.888334
Lord of War,USA,37.0902,-95.7129
Lord of War,Germany,51.1657,10.4515
Madagascar,USA,37.0902,-95.7129
Man of the House,USA,37.0902,-95.7129
Match Point,UK,55.3781,-3.4361
Match Point,Russia,61.524,105.3188
Match Point,Ireland,53.1424,-7.6921
Match Point,Luxembourg,49.8153,6.1296
Match Point,USA,37.0902,-95.7129
Me and You and Everyone We Know,USA,37.0902,-95.7129
Me and You and Everyone We Know,UK,55.3781,-3.4361
Memoirs of a Geisha,USA,37.0902,-95.7129
MirrorMask,UK,55.3781,-3.4361
MirrorMask,USA,37.0902,-95.7129
Munich,USA,37.0902,-95.7129
Munich,Canada,56.1304,-106.3468
Munich,France,46.603354,1.888334
North Country,USA,37.0902,-95.7129
Oliver Twist,UK,55.3781,-3.4361
Oliver Twist,Czech Republic,49.8175,15.47296
Oliver Twist,France,46.603354,1.888334
Oliver Twist,Italy,41.8719,12.5674
Proof,USA,37.0902,-95.7129
Red Eye,USA,37.0902,-95.7129
Rent,USA,37.0902,-95.7129
Robots,USA,37.0902,-95.7129
Saw II,USA,37.0902,-95.7129
Saw II,Canada,56.1304,-106.3468
Serenity,USA,37.0902,-95.7129
Shopgirl,USA,37.0902,-95.7129
Sin City,USA,37.0902,-95.7129
Sisters in Law,Cameroon, 7.3697,12.3547
Sisters in Law,UK,55.3781,-3.4361
Sky High,USA,37.0902,-95.7129
Son of the Mask,USA,37.0902,-95.7129
Son of the Mask,Germany,51.1657,10.4515
Star Wars: Episode III - Revenge of the Sith,USA,37.0902,-95.7129
Stealth,USA,37.0902,-95.7129
Strangers with Candy,USA,37.0902,-95.7129
Thank You for Smoking,USA,37.0902,-95.7129
The Adventures of Sharkboy and Lavagirl 3-D,USA,37.0902,-95.7129
The Amityville Horror,USA,37.0902,-95.7129
The Ballad of Jack and Rose,USA,37.0902,-95.7129
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",USA,37.0902,-95.7129
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",UK,55.3781,-3.4361
The Constant Gardener,UK,55.3781,-3.4361
The Constant Gardener,Germany,51.1657,10.4515
The Constant Gardener,USA,37.0902,-95.7129
The Constant Gardener,China,35.8617,104.1954
The Descent,UK,55.3781,-3.4361
The Exorcism of Emily Rose,USA,37.0902,-95.7129
The Fog,USA,37.0902,-95.7129
The Island,USA,37.0902,-95.7129
The Jacket,USA,37.0902,-95.7129
The Jacket,Germany,51.1657,10.4515
The Legend of Zorro,USA,37.0902,-95.7129
The New World,USA,37.0902,-95.7129
The New World,UK,55.3781,-3.4361
The Ring Two,USA,37.0902,-95.7129
The Skeleton Key,USA,37.0902,-95.7129
The Skeleton Key,Germany,51.1657,10.4515
The Squid and the Whale,USA,37.0902,-95.7129
The Wedding Date,USA,37.0902,-95.7129
Transamerica,USA,37.0902,-95.7129
Tristram Shandy: A Cock and Bull Story,UK,55.3781,-3.4361
V for Vendetta,USA,37.0902,-95.7129
V for Vendetta,UK,55.3781,-3.4361
V for Vendetta,Germany,51.1657,10.4515
Waiting...,USA,37.0902,-95.7129
Walk the Line,USA,37.0902,-95.7129
Walk the Line,Germany,51.1657,10.4515
War of the Worlds,USA,37.0902,-95.7129
Water,Canada,56.1304,-106.3468
Water,India,20.5937,78.9629
White Noise,UK,55.3781,-3.4361
White Noise,Canada,56.1304,-106.3468
White Noise,USA,37.0902,-95.7129
Zathura: A Space Adventure,USA,37.0902,-95.7129
13 Going on 30,USA,37.0902,-95.7129
2046,Hong Kong,22.3193,114.1694
2046,China,35.8617,104.1954
2046,France,46.603354,1.888334
2046,Italy,41.8719,12.5674
2046,Germany,51.1657,10.4515
50 First Dates,USA,37.0902,-95.7129
A Cinderella Story,USA,37.0902,-95.7129
A Cinderella Story,Canada,56.1304,-106.3468
A Very Long Engagement,France,46.603354,1.888334
A Very Long Engagement,USA,37.0902,-95.7129
Anchorman: The Legend of Ron Burgundy,USA,37.0902,-95.7129
Around the World in 80 Days,USA,37.0902,-95.7129
Around the World in 80 Days,Germany,51.1657,10.4515
Around the World in 80 Days,Ireland,53.1424,-7.6921
Around the World in 80 Days,UK,55.3781,-3.4361
AVP: Alien vs. Predator,USA,37.0902,-95.7129
AVP: Alien vs. Predator,UK,55.3781,-3.4361
AVP: Alien vs. Predator,Czech Republic,49.8175,15.47296
AVP: Alien vs. Predator,Canada,56.1304,-106.3468
AVP: Alien vs. Predator,Germany,51.1657,10.4515
Before Sunset,USA,37.0902,-95.7129
Bridget Jones: The Edge of Reason,UK,55.3781,-3.4361
Bridget Jones: The Edge of Reason,France,46.603354,1.888334
Bridget Jones: The Edge of Reason,Germany,51.1657,10.4515
Bridget Jones: The Edge of Reason,Ireland,53.1424,-7.6921
Bridget Jones: The Edge of Reason,USA,37.0902,-95.7129
Catwoman,USA,37.0902,-95.7129
Cellular,USA,37.0902,-95.7129
Cellular,Germany,51.1657,10.4515
Closer,USA,37.0902,-95.7129
Closer,UK,55.3781,-3.4361
Collateral,USA,37.0902,-95.7129
Connie and Carla,USA,37.0902,-95.7129
Crash,USA,37.0902,-95.7129
Crash,Germany,51.1657,10.4515
D.E.B.S.,USA,37.0902,-95.7129
Dawn of the Dead,USA,37.0902,-95.7129
Dawn of the Dead,Canada,56.1304,-106.3468
Dawn of the Dead,Japan,36.2048,138.2529
Dawn of the Dead,France,46.603354,1.888334
Dodgeball: A True Underdog Story,USA,37.0902,-95.7129
Dodgeball: A True Underdog Story,Germany,51.1657,10.4515
Ella Enchanted,USA,37.0902,-95.7129
Ella Enchanted,Ireland,53.1424,-7.6921
Ella Enchanted,UK,55.3781,-3.4361
Eternal Sunshine of the Spotless Mind,USA,37.0902,-95.7129
Eulogy,USA,37.0902,-95.7129
Eulogy,UK,55.3781,-3.4361
Eulogy,Germany,51.1657,10.4515
Finding Neverland,USA,37.0902,-95.7129
Finding Neverland,UK,55.3781,-3.4361
Flight of the Phoenix,USA,37.0902,-95.7129
Garden State,USA,37.0902,-95.7129
Hellboy,USA,37.0902,-95.7129
Home on the Range,USA,37.0902,-95.7129
I Heart Huckabees,USA,37.0902,-95.7129
I Heart Huckabees,UK,55.3781,-3.4361
I Heart Huckabees,Germany,51.1657,10.4515
"I, Robot",USA,37.0902,-95.7129
"I, Robot",Germany,51.1657,10.4515
In Good Company,USA,37.0902,-95.7129
Kinsey,USA,37.0902,-95.7129
Kinsey,Germany,51.1657,10.4515
Kung Fu Hustle,Hong Kong,22.3193,114.1694
Kung Fu Hustle,China,35.8617,104.1954
Layer Cake,UK,55.3781,-3.4361
Maria Full of Grace,Colombia,4.5709,-74.2973
Maria Full of Grace,USA,37.0902,-95.7129
Maria Full of Grace,Ecuador,-1.8312,-78.1834
Mean Girls,USA,37.0902,-95.7129
Mean Girls,Canada,56.1304,-106.3468
Million Dollar Baby,USA,37.0902,-95.7129
Miracle,USA,37.0902,-95.7129
My Summer of Love,UK,55.3781,-3.4361
Napoleon Dynamite,USA,37.0902,-95.7129
New York Minute,USA,37.0902,-95.7129
Primer,USA,37.0902,-95.7129
Raising Helen,USA,37.0902,-95.7129
Ray,USA,37.0902,-95.7129
Resident Evil: Apocalypse,Germany,51.1657,10.4515
Resident Evil: Apocalypse,France,46.603354,1.888334
Resident Evil: Apocalypse,UK,55.3781,-3.4361
Resident Evil: Apocalypse,Canada,56.1304,-106.3468
Resident Evil: Apocalypse,USA,37.0902,-95.7129
Saved!,USA,37.0902,-95.7129
Saved!,Canada,56.1304,-106.3468
Saw,USA,37.0902,-95.7129
Saw,Australia,-25.2744,133.7751
Secret Window,USA,37.0902,-95.7129
Shark Tale,USA,37.0902,-95.7129
Shaun of the Dead,UK,55.3781,-3.4361
Shaun of the Dead,France,46.603354,1.888334
Shaun of the Dead,USA,37.0902,-95.7129
Shrek 2,USA,37.0902,-95.7129
Sideways,USA,37.0902,-95.7129
Sky Captain and the World of Tomorrow,USA,37.0902,-95.7129
Sky Captain and the World of Tomorrow,UK,55.3781,-3.4361
Sky Captain and the World of Tomorrow,Italy,41.8719,12.5674
Spanglish,USA,37.0902,-95.7129
Spider-Man 2,USA,37.0902,-95.7129
Team America: World Police,USA,37.0902,-95.7129
Team America: World Police,Germany,51.1657,10.4515
The Aviator,USA,37.0902,-95.7129
The Aviator,Germany,51.1657,10.4515
The Bourne Supremacy,USA,37.0902,-95.7129
The Bourne Supremacy,Germany,51.1657,10.4515
The Butterfly Effect,USA,37.0902,-95.7129
The Butterfly Effect,Canada,56.1304,-106.3468
The Chronicles of Riddick,USA,37.0902,-95.7129
The Day After Tomorrow,USA,37.0902,-95.7129
The Grudge,USA,37.0902,-95.7129
The Grudge,Japan,36.2048,138.2529
The Incredibles,USA,37.0902,-95.7129
The Life Aquatic with Steve Zissou,USA,37.0902,-95.7129
The Notebook,USA,37.0902,-95.7129
The Phantom of the Opera,UK,55.3781,-3.4361
The Phantom of the Opera,USA,37.0902,-95.7129
The Polar Express,USA,37.0902,-95.7129
The Princess Diaries 2: Royal Engagement,USA,37.0902,-95.7129
The Stepford Wives,USA,37.0902,-95.7129
The Terminal,USA,37.0902,-95.7129
The Village,USA,37.0902,-95.7129
The Whole Ten Yards,USA,37.0902,-95.7129
Troy,USA,37.0902,-95.7129
Troy,Malta,35.9375,14.3754
Troy,UK,55.3781,-3.4361
Van Helsing,USA,37.0902,-95.7129
Van Helsing,Czech Republic,49.8175,15.47296
Vera Drake,UK,55.3781,-3.4361
Vera Drake,France,46.603354,1.888334
White Chicks,USA,37.0902,-95.7129
Wimbledon,UK,55.3781,-3.4361
Wimbledon,France,46.603354,1.888334
Wimbledon,USA,37.0902,-95.7129
2 Fast 2 Furious,USA,37.0902,-95.7129
2 Fast 2 Furious,Germany,51.1657,10.4515
Big Fish,USA,37.0902,-95.7129
Bon voyage,France,46.603354,1.888334
Bruce Almighty,USA,37.0902,-95.7129
Cold Mountain,USA,37.0902,-95.7129
Cold Mountain,UK,55.3781,-3.4361
Cold Mountain,Romania,45.9432,24.9668
Cold Mountain,Italy,41.8719,12.5674
Cradle 2 the Grave,USA,37.0902,-95.7129
Daddy Day Care,USA,37.0902,-95.7129
Daredevil,USA,37.0902,-95.7129
Darkness Falls,USA,37.0902,-95.7129
Darkness Falls,Australia,-25.2744,133.7751
Dreamcatcher,USA,37.0902,-95.7129
Dreamcatcher,Australia,-25.2744,133.7751
Final Destination 2,USA,37.0902,-95.7129
Final Destination 2,Canada,56.1304,-106.3468
Finding Nemo,USA,37.0902,-95.7129
Freaky Friday,USA,37.0902,-95.7129
Girl with a Pearl Earring,UK,55.3781,-3.4361
Girl with a Pearl Earring,Luxembourg,49.8153,6.1296
Holes,USA,37.0902,-95.7129
Hollywood Homicide,USA,37.0902,-95.7129
House of Sand and Fog,USA,37.0902,-95.7129
How to Lose a Guy in 10 Days,USA,37.0902,-95.7129
How to Lose a Guy in 10 Days,Germany,51.1657,10.4515
Hulk,USA,37.0902,-95.7129
Identity,USA,37.0902,-95.7129
In the Cut,Australia,-25.2744,133.7751
In the Cut,USA,37.0902,-95.7129
In the Cut,UK,55.3781,-3.4361
Jeepers Creepers II,USA,37.0902,-95.7129
Kill Bill: Vol. 1,USA,37.0902,-95.7129
Lara Croft Tomb Raider: The Cradle of Life,USA,37.0902,-95.7129
Lara Croft Tomb Raider: The Cradle of Life,Germany,51.1657,10.4515
Lara Croft Tomb Raider: The Cradle of Life,Japan,36.2048,138.2529
Lara Croft Tomb Raider: The Cradle of Life,UK,55.3781,-3.4361
Love Actually,UK,55.3781,-3.4361
Love Actually,USA,37.0902,-95.7129
Love Actually,France,46.603354,1.888334
Master and Commander: The Far Side of the World,USA,37.0902,-95.7129
Mona Lisa Smile,USA,37.0902,-95.7129
Monster,USA,37.0902,-95.7129
Monster,Germany,51.1657,10.4515
Mystic River,USA,37.0902,-95.7129
Mystic River,Australia,-25.2744,133.7751
Peter Pan,Australia,-25.2744,133.7751
Peter Pan,USA,37.0902,-95.7129
Peter Pan,UK,55.3781,-3.4361
Pirates of the Caribbean: The Curse of the Black Pearl,USA,37.0902,-95.7129
Pride and Prejudice,USA,37.0902,-95.7129
S.W.A.T.,USA,37.0902,-95.7129
Scary Movie 3,USA,37.0902,-95.7129
Scary Movie 3,Canada,56.1304,-106.3468
Secondhand Lions,USA,37.0902,-95.7129
Shanghai Knights,USA,37.0902,-95.7129
Shanghai Knights,Hong Kong,22.3193,114.1694
Shattered Glass,USA,37.0902,-95.7129
Shattered Glass,Canada,56.1304,-106.3468
Sinbad: Legend of the Seven Seas,USA,37.0902,-95.7129
Spy Kids 3-D: Game Over,USA,37.0902,-95.7129
Swimming Pool,France,46.603354,1.888334
Swimming Pool,UK,55.3781,-3.4361
Terminator 3: Rise of the Machines,USA,37.0902,-95.7129
Terminator 3: Rise of the Machines,Germany,51.1657,10.4515
Terminator 3: Rise of the Machines,UK,55.3781,-3.4361
The Core,USA,37.0902,-95.7129
The Core,Germany,51.1657,10.4515
The Core,Canada,56.1304,-106.3468
The Italian Job,USA,37.0902,-95.7129
The Italian Job,France,46.603354,1.888334
The Italian Job,UK,55.3781,-3.4361
The Jungle Book 2,USA,37.0902,-95.7129
The Jungle Book 2,Australia,-25.2744,133.7751
The Last Samurai,USA,37.0902,-95.7129
The Last Samurai,New Zealand,-40.9006,174.886
The Last Samurai,Japan,36.2048,138.2529
The League of Extraordinary Gentlemen,USA,37.0902,-95.7129
The League of Extraordinary Gentlemen,Germany,51.1657,10.4515
The League of Extraordinary Gentlemen,Czech Republic,49.8175,15.47296
The League of Extraordinary Gentlemen,UK,55.3781,-3.4361
The Lord of the Rings: The Return of the King,USA,37.0902,-95.7129
The Lord of the Rings: The Return of the King,New Zealand,-40.9006,174.886
The Matrix Reloaded,USA,37.0902,-95.7129
The Matrix Reloaded,Australia,-25.2744,133.7751
The Matrix Revolutions,Australia,-25.2744,133.7751
The Matrix Revolutions,USA,37.0902,-95.7129
The Missing,USA,37.0902,-95.7129
Thirteen,USA,37.0902,-95.7129
Timeline,USA,37.0902,-95.7129
Undead,Australia,-25.2744,133.7751
Underworld,UK,55.3781,-3.4361
Underworld,Germany,51.1657,10.4515
Underworld,Hungary,47.1625,19.5033
Underworld,USA,37.0902,-95.7129
Wrong Turn,USA,37.0902,-95.7129
Wrong Turn,Germany,51.1657,10.4515
25th Hour,USA,37.0902,-95.7129
28 Days Later...,UK,55.3781,-3.4361
8 Mile,USA,37.0902,-95.7129
8 Mile,Germany,51.1657,10.4515
About Schmidt,USA,37.0902,-95.7129
All or Nothing,UK,55.3781,-3.4361
All or Nothing,France,46.603354,1.888334
Antwone Fisher,USA,37.0902,-95.7129
Austin Powers in Goldmember,USA,37.0902,-95.7129
Bend It Like Beckham,UK,55.3781,-3.4361
Bend It Like Beckham,Germany,51.1657,10.4515
Bend It Like Beckham,USA,37.0902,-95.7129
Blade II,USA,37.0902,-95.7129
Blade II,Germany,51.1657,10.4515
Blue Crush,USA,37.0902,-95.7129
Blue Crush,Germany,51.1657,10.4515
Cabin Fever,USA,37.0902,-95.7129
Carrie,USA,37.0902,-95.7129
Catch Me If You Can,USA,37.0902,-95.7129
Catch Me If You Can,Canada,56.1304,-106.3468
Chicago,USA,37.0902,-95.7129
Chicago,Germany,51.1657,10.4515
Chicago,Canada,56.1304,-106.3468
Crossroads,USA,37.0902,-95.7129
Death to Smoochy,USA,37.0902,-95.7129
Death to Smoochy,UK,55.3781,-3.4361
Death to Smoochy,Germany,51.1657,10.4515
Die Another Day,UK,55.3781,-3.4361
Die Another Day,USA,37.0902,-95.7129
Drumline,USA,37.0902,-95.7129
Equilibrium,USA,37.0902,-95.7129
Far from Heaven,USA,37.0902,-95.7129
Far from Heaven,France,46.603354,1.888334
Frida,USA,37.0902,-95.7129
Frida,Canada,56.1304,-106.3468
Frida,Mexico,23.6345,-102.5528
Funny Ha Ha,USA,37.0902,-95.7129
Gangs of New York,USA,37.0902,-95.7129
Gangs of New York,Italy,41.8719,12.5674
Gerry,USA,37.0902,-95.7129
Harry Potter and the Chamber of Secrets,USA,37.0902,-95.7129
Harry Potter and the Chamber of Secrets,UK,55.3781,-3.4361
Harry Potter and the Chamber of Secrets,Germany,51.1657,10.4515
High Crimes,USA,37.0902,-95.7129
I Spy,USA,37.0902,-95.7129
Ice Age,USA,37.0902,-95.7129
Igby Goes Down,USA,37.0902,-95.7129
Insomnia,USA,37.0902,-95.7129
Insomnia,Canada,56.1304,-106.3468
Maid in Manhattan,USA,37.0902,-95.7129
May,USA,37.0902,-95.7129
Men in Black II,USA,37.0902,-95.7129
Minority Report,USA,37.0902,-95.7129
My Big Fat Greek Wedding,USA,37.0902,-95.7129
My Big Fat Greek Wedding,Canada,56.1304,-106.3468
Panic Room,USA,37.0902,-95.7129
Phone Booth,USA,37.0902,-95.7129
Queen of the Damned,USA,37.0902,-95.7129
Queen of the Damned,Australia,-25.2744,133.7751
Rabbit-Proof Fence,Australia,-25.2744,133.7751
Real Women Have Curves,USA,37.0902,-95.7129
Red Dragon,USA,37.0902,-95.7129
Red Dragon,Germany,51.1657,10.4515
Reign of Fire,UK,55.3781,-3.4361
Reign of Fire,Ireland,53.1424,-7.6921
Reign of Fire,USA,37.0902,-95.7129
Resident Evil,UK,55.3781,-3.4361
Resident Evil,Germany,51.1657,10.4515
Resident Evil,France,46.603354,1.888334
Resident Evil,USA,37.0902,-95.7129
Scooby-Doo,USA,37.0902,-95.7129
Scooby-Doo,Australia,-25.2744,133.7751
Signs,USA,37.0902,-95.7129
Snow Dogs,Canada,56.1304,-106.3468
Snow Dogs,USA,37.0902,-95.7129
Solaris,USA,37.0902,-95.7129
Spider-Man,USA,37.0902,-95.7129
Spirit: Stallion of the Cimarron,USA,37.0902,-95.7129
Spun,USA,37.0902,-95.7129
Spy Kids 2: Island of Lost Dreams,USA,37.0902,-95.7129
Star Trek: Nemesis,USA,37.0902,-95.7129
Star Wars: Episode II - Attack of the Clones,USA,37.0902,-95.7129
The Adventures of Pluto Nash,USA,37.0902,-95.7129
The Adventures of Pluto Nash,Australia,-25.2744,133.7751
The Banger Sisters,USA,37.0902,-95.7129
The Bourne Identity,USA,37.0902,-95.7129
The Bourne Identity,Germany,51.1657,10.4515
The Bourne Identity,Czech Republic,49.8175,15.47296
The Dangerous Lives of Altar Boys,USA,37.0902,-95.7129
The Good Girl,USA,37.0902,-95.7129
The Good Girl,Germany,51.1657,10.4515
The Good Girl,Netherlands,52.1326,5.2913
The Hours,USA,37.0902,-95.7129
The Hours,UK,55.3781,-3.4361
The Importance of Being Earnest,UK,55.3781,-3.4361
The Importance of Being Earnest,USA,37.0902,-95.7129
The Lord of the Rings: The Two Towers,USA,37.0902,-95.7129
The Lord of the Rings: The Two Towers,New Zealand,-40.9006,174.886
The Powerpuff Girls,USA,37.0902,-95.7129
The Quiet American,Germany,51.1657,10.4515
The Quiet American,USA,37.0902,-95.7129
The Quiet American,UK,55.3781,-3.4361
The Quiet American,Australia,-25.2744,133.7751
The Quiet American,France,46.603354,1.888334
The Ring,USA,37.0902,-95.7129
The Ring,Japan,36.2048,138.2529
The Rules of Attraction,USA,37.0902,-95.7129
The Rules of Attraction,Germany,51.1657,10.4515
The Santa Clause 2,USA,37.0902,-95.7129
The Sweetest Thing,USA,37.0902,-95.7129
The Transporter,France,46.603354,1.888334
The Transporter,USA,37.0902,-95.7129
The Tuxedo,USA,37.0902,-95.7129
Treasure Planet,USA,37.0902,-95.7129
Tuck Everlasting,USA,37.0902,-95.7129
Two Weeks Notice,USA,37.0902,-95.7129
Two Weeks Notice,Australia,-25.2744,133.7751
We Were Soldiers,USA,37.0902,-95.7129
We Were Soldiers,Germany,51.1657,10.4515
Whale Rider,New Zealand,-40.9006,174.886
Whale Rider,Germany,51.1657,10.4515
White Oleander,USA,37.0902,-95.7129
xXx,USA,37.0902,-95.7129
A Beautiful Mind,USA,37.0902,-95.7129
American Outlaws,USA,37.0902,-95.7129
Antitrust,USA,37.0902,-95.7129
Atlantis: The Lost Empire,USA,37.0902,-95.7129
Black Hawk Down,USA,37.0902,-95.7129
Black Hawk Down,UK,55.3781,-3.4361
Blow,USA,37.0902,-95.7129
Donnie Darko,USA,37.0902,-95.7129
Dr. Dolittle 2,USA,37.0902,-95.7129
Evolution,USA,37.0902,-95.7129
From Hell,USA,37.0902,-95.7129
Ghost World,USA,37.0902,-95.7129
Ghost World,UK,55.3781,-3.4361
Ghost World,Germany,51.1657,10.4515
Gosford Park,UK,55.3781,-3.4361
Gosford Park,USA,37.0902,-95.7129
Gosford Park,Italy,41.8719,12.5674
Hannibal,UK,55.3781,-3.4361
Hannibal,USA,37.0902,-95.7129
Hedwig and the Angry Inch,USA,37.0902,-95.7129
High Heels and Low Lifes,UK,55.3781,-3.4361
High Heels and Low Lifes,USA,37.0902,-95.7129
Impostor,USA,37.0902,-95.7129
Jason X,USA,37.0902,-95.7129
Jay and Silent Bob Strike Back,USA,37.0902,-95.7129
Jeepers Creepers,Germany,51.1657,10.4515
Jeepers Creepers,USA,37.0902,-95.7129
Josie and the Pussycats,Canada,56.1304,-106.3468
Josie and the Pussycats,USA,37.0902,-95.7129
Kiss of the Dragon,France,46.603354,1.888334
Kiss of the Dragon,USA,37.0902,-95.7129
Kissing Jessica Stein,USA,37.0902,-95.7129
L.I.E.,USA,37.0902,-95.7129
Lara Croft: Tomb Raider,USA,37.0902,-95.7129
Lara Croft: Tomb Raider,UK,55.3781,-3.4361
Lara Croft: Tomb Raider,Japan,36.2048,138.2529
Lara Croft: Tomb Raider,Germany,51.1657,10.4515
Legally Blonde,USA,37.0902,-95.7129
Monkeybone,USA,37.0902,-95.7129
Monsoon Wedding,India,20.5937,78.9629
Monsoon Wedding,USA,37.0902,-95.7129
Monsoon Wedding,Italy,41.8719,12.5674
Monsoon Wedding,Germany,51.1657,10.4515
Monsoon Wedding,France,46.603354,1.888334
"Monsters, Inc.",USA,37.0902,-95.7129
Moulin Rouge!,USA,37.0902,-95.7129
Moulin Rouge!,Australia,-25.2744,133.7751
Nowhere in Africa,Germany,51.1657,10.4515
Osmosis Jones,USA,37.0902,-95.7129
Pearl Harbor,USA,37.0902,-95.7129
Save the Last Dance,USA,37.0902,-95.7129
Shallow Hal,USA,37.0902,-95.7129
Shallow Hal,Germany,51.1657,10.4515
Shaolin Soccer,Hong Kong,22.3193,114.1694
Shaolin Soccer,China,35.8617,104.1954
Shrek,USA,37.0902,-95.7129
Someone Like You...,USA,37.0902,-95.7129
Spy Kids,USA,37.0902,-95.7129
Super Troopers,USA,37.0902,-95.7129
The Fast and the Furious,USA,37.0902,-95.7129
The Fast and the Furious,Germany,51.1657,10.4515
The Glass House,USA,37.0902,-95.7129
The Legend of Suriyothai,Thailand,,
The Lord of the Rings: The Fellowship of the Ring,New Zealand,-40.9006,174.886
The Lord of the Rings: The Fellowship of the Ring,USA,37.0902,-95.7129
The Majestic,USA,37.0902,-95.7129
The Majestic,Australia,-25.2744,133.7751
The One,USA,37.0902,-95.7129
The Others,USA,37.0902,-95.7129
The Others,Spain,40.4637,-3.7492
The Others,France,46.603354,1.888334
The Others,Italy,41.8719,12.5674
The Princess Diaries,USA,37.0902,-95.7129
The Royal Tenenbaums,USA,37.0902,-95.7129
The Wedding Planner,Germany,51.1657,10.4515
The Wedding Planner,USA,37.0902,-95.7129
Thir13en Ghosts,USA,37.0902,-95.7129
Thir13en Ghosts,Canada,56.1304,-106.3468
Training Day,USA,37.0902,-95.7129
Training Day,Australia,-25.2744,133.7751
Valentine,USA,37.0902,-95.7129
Vanilla Sky,USA,37.0902,-95.7129
Vanilla Sky,Spain,40.4637,-3.7492
Zoolander,USA,37.0902,-95.7129
Zoolander,Australia,-25.2744,133.7751
Zoolander,Germany,51.1657,10.4515
28 Days,USA,37.0902,-95.7129
Almost Famous,USA,37.0902,-95.7129
American Psycho,USA,37.0902,-95.7129
Beautiful Creatures,UK,55.3781,-3.4361
Best in Show,USA,37.0902,-95.7129
Billy Elliot,UK,55.3781,-3.4361
Billy Elliot,France,46.603354,1.888334
Boiler Room,USA,37.0902,-95.7129
Bring It On,USA,37.0902,-95.7129
Cast Away,USA,37.0902,-95.7129
Center Stage,USA,37.0902,-95.7129
Chicken Run,UK,55.3781,-3.4361
Chicken Run,USA,37.0902,-95.7129
Chocolat,UK,55.3781,-3.4361
Chocolat,USA,37.0902,-95.7129
Coyote Ugly,USA,37.0902,-95.7129
Dancer in the Dark,Spain,40.4637,-3.7492
Dancer in the Dark,Argentina,-38.4161,-63.6167
Dancer in the Dark,Denmark,56.2639,9.5018
Dancer in the Dark,Germany,51.1657,10.4515
Dancer in the Dark,Netherlands,52.1326,5.2913
Dancer in the Dark,Italy,41.8719,12.5674
Dancer in the Dark,USA,37.0902,-95.7129
Dancer in the Dark,UK,55.3781,-3.4361
Dancer in the Dark,France,46.603354,1.888334
Dancer in the Dark,Sweden,60.1282,18.6435
Dancer in the Dark,Finland,61.9241,25.7482
Dancer in the Dark,Iceland,64.9631,-19.0208
Dancer in the Dark,Norway,60.472,8.4689
Dune,USA,37.0902,-95.7129
Dune,Canada,56.1304,-106.3468
Dune,Germany,51.1657,10.4515
Dune,Italy,41.8719,12.5674
Erin Brockovich,USA,37.0902,-95.7129
Final Destination,USA,37.0902,-95.7129
Final Destination,Canada,56.1304,-106.3468
Gladiator,USA,37.0902,-95.7129
Gladiator,UK,55.3781,-3.4361
Gone in Sixty Seconds,USA,37.0902,-95.7129
High Fidelity,UK,55.3781,-3.4361
High Fidelity,USA,37.0902,-95.7129
Hollow Man,USA,37.0902,-95.7129
Hollow Man,Germany,51.1657,10.4515
Little Nicky,USA,37.0902,-95.7129
Meet the Parents,USA,37.0902,-95.7129
Memento,USA,37.0902,-95.7129
Miss Congeniality,USA,37.0902,-95.7129
Miss Congeniality,Australia,-25.2744,133.7751
Mission to Mars,USA,37.0902,-95.7129
